SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,ISIN NUMBER
UFO,UFO Moviez India Limited,EQ,14-MAY-2015,INE527H01019
UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-AUG-2010,INE071E01023
UGROCAP,Ugro Capital Limited,EQ,11-AUG-2021,INE583D01011
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-DEC-2019,INE551W01018
ULTRACEMCO,UltraTech Cement Limited,EQ,24-AUG-2004,INE481G01011
UMAEXPORTS,Uma Exports Limited,EQ,07-APR-2022,INE0GIU01018
UMESLTD,Usha Martin Education & Solutions Limited,EQ,12-JUL-2010,INE240C01028
UMIYA-MRO,UMIYA BUILDCON LIMITED,EQ,01-NOV-2000,INE398B01018
UNICHEMLAB,Unichem Laboratories Limited,EQ,07-FEB-2001,INE351A01035
UNIDT,United Drilling Tools Limited,EQ,25-SEP-2020,INE961D01019
UNIECOM,Unicommerce Esolutions Limited,EQ,13-AUG-2024,INE00U401027
UNIENTER,Uniphos Enterprises Limited,EQ,23-JAN-2004,INE037A01022
UNIINFO,Uniinfo Telecom Services Limited,EQ,12-JAN-2022,INE481Z01011
UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,31-DEC-2024,INE0U3I01011
UNIONBANK,Union Bank of India,EQ,24-SEP-2002,INE692A01016
UNIPARTS,Uniparts India Limited,EQ,12-DEC-2022,INE244O01017
UNITDSPR,United Spirits Limited,EQ,27-SEP-2001,INE854D01024
UNITECH,Unitech Limited,EQ,08-SEP-1999,INE694A01020
UNITEDPOLY,United Polyfab Gujarat Limited,BE,31-DEC-2021,INE368U01029
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-JAN-2015,INE458F01011
UNIVASTU,Univastu India Limited,EQ,22-JUN-2020,INE562X01013
UNIVCABLES,Universal Cables Limited,EQ,17-MAY-1995,INE279A01012
UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-FEB-2020,INE03V001013
UNOMINDA,UNO Minda Limited,EQ,02-FEB-2007,INE405E01023
UPL,UPL Limited,EQ,23-JAN-2004,INE628A01036
URAVIDEF,Uravi Defence and Technology Limited,EQ,05-JUL-2023,INE568Z01015
URBANCO,Urban Company Limited,EQ,17-SEP-2025,INE0CAZ01013
URJA,Urja Global Limited,EQ,28-MAR-2017,INE550C01020
USHAMART,Usha Martin Limited,EQ,11-OCT-2000,INE228A01035
USK,Udayshivakumar Infra Limited,EQ,03-APR-2023,INE0N0Y01013
UTIAMC,UTI Asset Management Company Limited,EQ,12-OCT-2020,INE094J01016
UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,21-JUL-2023,INE735W01017
UTLSOLAR,Fujiyama Power Systems Limited,EQ,20-NOV-2025,INE12UR01024
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-APR-2006,INE786F01031
UYFINCORP,U. Y. Fincorp Limited,BE,03-OCT-2024,INE152C01025
V2RETAIL,V2 Retail Limited,EQ,04-JUL-2007,INE945H01013
VADILALIND,Vadilal Industries Limited,EQ,15-JUN-2011,INE694D01016
VAIBHAVGBL,Vaibhav Global Limited,EQ,05-APR-2004,INE884A01027
VAISHALI,Vaishali Pharma Limited,EQ,15-JAN-2020,INE972X01022
VAKRANGEE,Vakrangee Limited,EQ,03-APR-2006,INE051B01021
VALIANTLAB,Valiant Laboratories Limited,EQ,06-OCT-2023,INE0JWS01017
VALIANTORG,Valiant Organics Limited,EQ,23-JUL-2021,INE565V01010
VARDHACRLC,Vardhman Acrylics Limited,EQ,30-SEP-2003,INE116G01013
VARDMNPOLY,Vardhman Polytex Limited,EQ,12-MAY-2003,INE835A01029
VARROC,Varroc Engineering Limited,EQ,06-JUL-2018,INE665L01035
VASCONEQ,Vascon Engineers Limited,EQ,15-FEB-2010,INE893I01013
VASWANI,Vaswani Industries Limited,EQ,20-SEP-2011,INE590L01019
VBL,Varun Beverages Limited,EQ,08-NOV-2016,INE200M01039
VCL,Vaxtex Cotfab Limited,BE,19-APR-2022,INE098201036
VEDL,Vedanta Limited,EQ,13-MAY-1998,INE205A01025
VEEDOL,Veedol Corporation Limited,EQ,16-JAN-2007,INE484C01030
VENKEYS,Venky's (India) Limited,EQ,28-JUL-2003,INE398A01010
VENTIVE,Ventive Hospitality Limited,EQ,30-DEC-2024,INE781S01027
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,24-MAY-2022,INE0JA001018
VENUSREM,Venus Remedies Limited,BE,20-DEC-2006,INE411B01019
VERANDA,Veranda Learning Solutions Limited,EQ,11-APR-2022,INE0IQ001011
VERTOZ,Vertoz Limited,EQ,14-MAY-2020,INE188Y01031
VESUVIUS,Vesuvius India Limited,EQ,04-OCT-2002,INE386A01023
VETO,Veto Switchgears And Cables Limited,EQ,29-APR-2015,INE918N01018
VGL,VARVEE GLOBAL LIMITED,EQ,21-NOV-2006,INE273D01019
VGUARD,V-Guard Industries Limited,EQ,13-MAR-2008,INE951I01027
VHL,Vardhman Holdings Limited,EQ,30-JUN-2005,INE701A01023
VHLTD,Viceroy Hotels Limited,BE,03-APR-2024,INE048C01025
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-MAR-2016,INE632C01026
VIDYAWIRES,Vidya Wires Limited,EQ,10-DEC-2025,INE14UN01029
VIJAYA,Vijaya Diagnostic Centre Limited,EQ,14-SEP-2021,INE043W01024
VIJIFIN,Viji Finance Limited,EQ,11-JUL-2016,INE159N01027
VIKASECO,Vikas EcoTech Limited,EQ,12-DEC-2011,INE806A01020
VIKASLIFE,Vikas Lifecare Limited,EQ,08-MAY-2019,INE161L01027
VIKRAMSOLR,Vikram Solar Limited,EQ,26-AUG-2025,INE078V01014
VIKRAN,Vikran Engineering Limited,EQ,03-SEP-2025,INE01R501028
VIMTALABS,Vimta Labs Limited,EQ,15-DEC-2005,INE579C01029
VINATIORGA,Vinati Organics Limited,EQ,28-JUL-2009,INE410B01037
VINCOFE,Vintage Coffee And Beverages Limited,EQ,18-OCT-2024,INE498Q01014
VINDHYATEL,Vindhya Telelinks Limited,EQ,08-FEB-1995,INE707A01012
VINEETLAB,Vineet Laboratories Limited,EQ,15-JUN-2021,INE505Y01010
VINNY,Vinny Overseas Limited,EQ,28-NOV-2022,INE01KI01027
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,21-JUL-2008,INE250B01029
VIPCLOTHNG,VIP Clothing Limited,EQ,06-AUG-2007,INE450G01024
VIPIND,VIP Industries Limited,EQ,02-MAR-2005,INE054A01027
VIPULLTD,Vipul Limited,BE,23-APR-2015,INE946H01037
VIRINCHI,Virinchi Limited,EQ,03-MAY-2023,INE539B01017
VISAKAIND,Visaka Industries Limited,EQ,28-AUG-1996,INE392A01021
VISASTEEL,Visa Steel Limited,EQ,17-MAR-2006,INE286H01012
VISHNU,Vishnu Chemicals Limited,EQ,05-MAR-2015,INE270I01022
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-OCT-2019,INE430N01022
VIVIDHA,Visagar Polytex Limited,EQ,21-MAY-2013,INE370E01029
VIVIMEDLAB,Vivimed Labs Limited,EQ,17-AUG-2005,INE526G01021
VIYASH,Viyash Scientific Limited,EQ,10-MAR-2016,INE807F01027
VLEGOV,VL E-Governance & IT Solutions Limited,EQ,14-AUG-2023,INE03HW01020
VLSFINANCE,VLS Finance Limited,EQ,25-MAY-1995,INE709A01018
VMART,V-Mart Retail Limited,EQ,20-FEB-2013,INE665J01013
VMM,Vishal Mega Mart Limited,EQ,18-DEC-2024,INE01EA01019
VMSTMT,VMS TMT Limited,EQ,24-SEP-2025,INE0SJA01013
VOLTAMP,Voltamp Transformers Limited,EQ,20-SEP-2006,INE540H01012
VOLTAS,Voltas Limited,EQ,12-APR-1995,INE226A01021
VPRPL,Vishnu Prakash R Punglia Limited,EQ,05-SEP-2023,INE0AE001013
VRAJ,Vraj Iron and Steel Limited,EQ,03-JUL-2024,INE0S2V01010
VRLLOG,VRL Logistics Limited,EQ,30-APR-2015,INE366I01010
VSSL,Vardhman Special Steels Limited,EQ,17-MAY-2012,INE050M01012
VSTIND,VST Industries Limited,EQ,05-SEP-2003,INE710A01016
VSTL,Vibhor Steel Tubes Limited,EQ,20-FEB-2024,INE0QTF01015
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,20-JUN-2011,INE764D01017
VTL,Vardhman Textiles Limited,EQ,14-JAN-2003,INE825A01020
WAAREEENER,Waaree Energies Limited,EQ,28-OCT-2024,INE377N01017
WAAREEINDO,Indosolar Limited,BE,29-SEP-2010,INE866K01023
WAAREERTL,Waaree Renewable Technologies Limited,EQ,09-APR-2025,INE299N01021
WABAG,VA Tech Wabag Limited,EQ,13-OCT-2010,INE956G01038
WAKEFIT,Wakefit Innovations Limited,EQ,15-DEC-2025,INE0E7301029
WALCHANNAG,Walchandnagar Industries Limited,EQ,18-SEP-1996,INE711A01022
WANBURY,Wanbury Limited,EQ,29-JAN-2007,INE107F01022
WCIL,Western Carriers (India) Limited,EQ,24-SEP-2024,INE0CJF01024
WEALTH,Wealth First Portfolio Managers Limited,EQ,20-JAN-2021,INE658T01017
WEBELSOLAR,Websol Energy System Limited,EQ,15-MAY-2007,INE855C01023
WEIZMANIND,Weizmann Limited,EQ,10-MAY-1995,INE080A01014
WEL,Wonder Electricals Limited,EQ,17-JAN-2022,INE02WG01024
WELCORP,Welspun Corp Limited,EQ,24-MAY-2005,INE191B01025
WELENT,Welspun Enterprises Limited,EQ,04-NOV-2004,INE625G01013
WELINV,Welspun Investments and Commercials Limited,EQ,20-SEP-2010,INE389K01018
WELSPUNLIV,Welspun Living Limited,EQ,04-DEC-2003,INE192B01031
WENDT,Wendt (India) Limited,EQ,07-AUG-2006,INE274C01019
WESTLIFE,WESTLIFE FOODWORLD LIMITED,EQ,05-JUN-2023,INE274F01020
WEWIN,WE WIN LIMITED,EQ,15-JUN-2022,INE082W01014
WEWORK,WeWork India Management Limited,EQ,10-OCT-2025,INE085001019
WHEELS,Wheels India Limited,EQ,07-APR-2000,INE715A01015
WHIRLPOOL,Whirlpool of India Limited,EQ,06-APR-2010,INE716A01013
WILLAMAGOR,Williamson Magor & Company Limited,EQ,08-FEB-1995,INE210A01017
WINDLAS,Windlas Biotech Limited,EQ,16-AUG-2021,INE0H5O01029
WINDMACHIN,Windsor Machines Limited,EQ,17-AUG-2011,INE052A01021
WINSOME,Winsome Yarns Limited,BZ,25-AUG-2011,INE784B01035
WIPL,The Western India Plywoods Limited,EQ,17-APR-2017,INE215F01023
WIPRO,Wipro Limited,EQ,08-NOV-1995,INE075A01022
WOCKPHARMA,Wockhardt Limited,EQ,23-FEB-2000,INE049B01025
WONDERLA,Wonderla Holidays Limited,EQ,09-MAY-2014,INE066O01014
WORTHPERI,Worth Peripherals Limited,EQ,04-AUG-2020,INE196Y01018
WSI,W S Industries (I) Limited,EQ,01-AUG-2007,INE100D01014
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,17-JAN-2001,INE976A01021
XCHANGING,Xchanging Solutions Limited,EQ,09-MAR-2005,INE692G01013
XELPMOC,Xelpmoc Design And Tech Limited,EQ,04-FEB-2019,INE01P501012
XPROINDIA,Xpro India Limited,EQ,27-APR-2004,INE445C01015
XTGLOBAL,Xtglobal Infotech Limited,EQ,16-SEP-2024,INE547B01028
YASHO,Yasho Industries Limited,EQ,21-AUG-2023,INE616Z01012
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,07-AUG-2023,INE0JO301016
YATRA,Yatra Online Limited,EQ,28-SEP-2023,INE0JR601024
YESBANK,Yes Bank Limited,EQ,12-JUL-2005,INE528G01035
YUKEN,Yuken India Limited,EQ,02-SEP-2021,INE384C01016
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ,22-SEP-2023,INE07K301024
ZEEL,Zee Entertainment Enterprises Limited,EQ,09-SEP-1998,INE256A01028
ZEELEARN,Zee Learn Limited,EQ,20-DEC-2010,INE565L01011
ZEEMEDIA,Zee Media Corporation Limited,EQ,10-JAN-2007,INE966H01019
ZENITHEXPO,Zenith Exports Limited,EQ,10-JUL-1996,INE058B01018
ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ,30-APR-2007,INE318D01020
ZENSARTECH,Zensar Technologies Limited,EQ,09-JUL-2003,INE520A01027
ZENTEC,Zen Technologies Limited,EQ,30-MAR-2015,INE251B01027
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,EQ,01-OCT-2008,INE342J01019
ZIMLAB,Zim Laboratories Limited,EQ,25-NOV-2022,INE518E01015
ZODIAC,Zodiac Energy Limited,EQ,14-DEC-2021,INE761Y01019
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,27-SEP-1995,INE206B01013
ZOTA,Zota Health Care LImited,EQ,19-AUG-2019,INE358U01012
ZUARI,Zuari Agro Chemicals Limited,EQ,27-NOV-2012,INE840M01016
ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ,12-APR-1995,INE217A01012
ZYDUSLIFE,Zydus Lifesciences Limited,EQ,18-APR-2000,INE010B01027
ZYDUSWELL,Zydus Wellness Limited,EQ,13-NOV-2009,INE768C01028
